"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"1994","Denmark","Current prices, euro per capita","Gross domestic product at market prices","25,290",""
"1994","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","22,910",""
"1994","Estonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Ireland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Greece","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Spain","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","France","Current prices, euro per capita","Gross domestic product at market prices","19,820",""
"1994","Croatia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Italy","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Cyprus","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Latvia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Lithuania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Hungary","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Malta","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Netherlands","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Austria","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Poland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Portugal","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Romania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Slovenia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Slovakia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Finland","Current prices, euro per capita","Gross domestic product at market prices","17,130",""
"1994","Sweden","Current prices, euro per capita","Gross domestic product at market prices","21,960",""
"1994","Iceland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Norway","Current prices, euro per capita","Gross domestic product at market prices","24,700",""
"1994","Switzerland","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Serbia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1995","Belgium","Current prices, euro per capita","Gross domestic product at market prices","21,730",""
"1995","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","1,730",""
"1995","Czechia","Current prices, euro per capita","Gross domestic product at market prices","4,450",""
"1995","Denmark","Current prices, euro per capita","Gross domestic product at market prices","27,040",""
"1995","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","24,320",""
"1995","Estonia","Current prices, euro per capita","Gross domestic product at market prices","2,060",""
"1995","Ireland","Current prices, euro per capita","Gross domestic product at market prices","14,680",""
"1995","Greece","Current prices, euro per capita","Gross domestic product at market prices","9,910",""
"1995","Spain","Current prices, euro per capita","Gross domestic product at market prices","11,840",""
"1995","France","Current prices, euro per capita","Gross domestic product at market prices","20,570",""
"1995","Croatia","Current prices, euro per capita","Gross domestic product at market prices","3,810",""
"1995","Italy","Current prices, euro per capita","Gross domestic product at market prices","15,800",""
"1995","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","11,670",""
"1995","Latvia","Current prices, euro per capita","Gross domestic product at market prices","1,660",""
"1995","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","1,410",""
"1995","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","38,940",""
"1995","Hungary","Current prices, euro per capita","Gross domestic product at market prices","3,430",""
"1995","Malta","Current prices, euro per capita","Gross domestic product at market prices","7,540",""
"1995","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","22,380",""
"1995","Austria","Current prices, euro per capita","Gross domestic product at market prices","23,190",""
"1995","Poland","Current prices, euro per capita","Gross domestic product at market prices","2,840",""
"1995","Portugal","Current prices, euro per capita","Gross domestic product at market prices","9,080",""
"1995","Romania","Current prices, euro per capita","Gross domestic product at market prices",":","c"
"1995","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","8,220",""
"1995","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","2,860",""
"1995","Finland","Current prices, euro per capita","Gross domestic product at market prices","20,100",""
"1995","Sweden","Current prices, euro per capita","Gross domestic product at market prices","23,150",""
"1995","Iceland","Current prices, euro per capita","Gross domestic product at market prices","20,350",""
"1995","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1995","Norway","Current prices, euro per capita","Gross domestic product at market prices","26,670",""
"1995","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","38,050",""
"1995","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","17,680",""
"1995","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1995","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1995","Albania","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1995","Serbia","Current prices, euro per capita","Gross domestic product at market prices","2,720",""
"1995","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1995","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1996","Belgium","Current prices, euro per capita","Gross domestic product at market prices","21,660",""
"1996","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","1,180",""
"1996","Czechia","Current prices, euro per capita","Gross domestic product at market prices","5,150",""
"1996","Denmark","Current prices, euro per capita","Gross domestic product at market prices","28,100",""
"1996","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","24,160",""
"1996","Estonia","Current prices, euro per capita","Gross domestic product at market prices","2,650",""
"1996","Ireland","Current prices, euro per capita","Gross domestic product at market prices","16,460",""
"1996","Greece","Current prices, euro per capita","Gross domestic product at market prices","10,830",""
"1996","Spain","Current prices, euro per capita","Gross domestic product at market prices","12,700",""
"1996","France","Current prices, euro per capita","Gross domestic product at market prices","21,180",""
"1996","Croatia","Current prices, euro per capita","Gross domestic product at market prices","4,220",""
"1996","Italy","Current prices, euro per capita","Gross domestic product at market prices","18,180",""
"1996","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","11,930",""
"1996","Latvia","Current prices, euro per capita","Gross domestic product at market prices","1,910",""
"1996","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","1,830",""
"1996","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","39,720",""
"1996","Hungary","Current prices, euro per capita","Gross domestic product at market prices","3,560",""
"1996","Malta","Current prices, euro per capita","Gross domestic product at market prices","7,920",""
"1996","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","22,850",""
"1996","Austria","Current prices, euro per capita","Gross domestic product at market prices","23,490",""
"1996","Poland","Current prices, euro per capita","Gross domestic product at market prices","3,300",""
"1996","Portugal","Current prices, euro per capita","Gross domestic product at market prices","9,600",""
"1996","Romania","Current prices, euro per capita","Gross domestic product at market prices",":","c"
"1996","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","8,520",""
"1996","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","3,170",""
"1996","Finland","Current prices, euro per capita","Gross domestic product at market prices","20,320",""
"1996","Sweden","Current prices, euro per capita","Gross domestic product at market prices","25,990",""
"1996","Iceland","Current prices, euro per capita","Gross domestic product at market prices","21,690",""
"1996","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1996","Norway","Current prices, euro per capita","Gross domestic product at market prices","29,370",""
"1996","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","37,630",""
"1996","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","19,170",""
"1996","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1996","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1996","Albania","Current prices, euro per capita","Gross domestic product at market prices","800",""
"1996","Serbia","Current prices, euro per capita","Gross domestic product at market prices","1,900",""
"1996","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1996","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1996","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1997","Belgium","Current prices, euro per capita","Gross domestic product at market prices","21,910",""
"1997","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","1,210",""
"1997","Czechia","Current prices, euro per capita","Gross domestic product at market prices","5,320",""
"1997","Denmark","Current prices, euro per capita","Gross domestic product at market prices","28,980",""
"1997","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","23,960",""
"1997","Estonia","Current prices, euro per capita","Gross domestic product at market prices","3,240",""
"1997","Ireland","Current prices, euro per capita","Gross domestic product at market prices","19,950",""
"1997","Greece","Current prices, euro per capita","Gross domestic product at market prices","11,850",""
"1997","Spain","Current prices, euro per capita","Gross domestic product at market prices","13,000",""
"1997","France","Current prices, euro per capita","Gross domestic product at market prices","21,390",""
"1997","Croatia","Current prices, euro per capita","Gross domestic product at market prices","4,700",""
"1997","Italy","Current prices, euro per capita","Gross domestic product at market prices","19,270",""
"1997","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","12,540",""
"1997","Latvia","Current prices, euro per capita","Gross domestic product at market prices","2,360",""
"1997","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","2,500",""
"1997","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","41,130",""
"1997","Hungary","Current prices, euro per capita","Gross domestic product at market prices","4,060",""
"1997","Malta","Current prices, euro per capita","Gross domestic product at market prices","8,740",""
"1997","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","23,560",""
"1997","Austria","Current prices, euro per capita","Gross domestic product at market prices","23,580",""
"1997","Poland","Current prices, euro per capita","Gross domestic product at market prices","3,670",""
"1997","Portugal","Current prices, euro per capita","Gross domestic product at market prices","10,220",""
"1997","Romania","Current prices, euro per capita","Gross domestic product at market prices",":","c"
"1997","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","9,220",""
"1997","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","3,590",""
"1997","Finland","Current prices, euro per capita","Gross domestic product at market prices","21,800",""
"1997","Sweden","Current prices, euro per capita","Gross domestic product at market prices","26,750",""
"1997","Iceland","Current prices, euro per capita","Gross domestic product at market prices","24,630",""
"1997","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1997","Norway","Current prices, euro per capita","Gross domestic product at market prices","32,310",""
"1997","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","36,420",""
"1997","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","23,580",""
"1997","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1997","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1997","Albania","Current prices, euro per capita","Gross domestic product at market prices","630",""
"1997","Serbia","Current prices, euro per capita","Gross domestic product at market prices","2,400",""
"1997","Turkey","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1997","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1997","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1998","Belgium","Current prices, euro per capita","Gross domestic product at market prices","22,640",""
"1998","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","1,630",""
"1998","Czechia","Current prices, euro per capita","Gross domestic product at market prices","5,810",""
"1998","Denmark","Current prices, euro per capita","Gross domestic product at market prices","29,820",""
"1998","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","24,570",""
"1998","Estonia","Current prices, euro per capita","Gross domestic product at market prices","3,640",""
"1998","Ireland","Current prices, euro per capita","Gross domestic product at market prices","21,690",""
"1998","Greece","Current prices, euro per capita","Gross domestic product at market prices","12,040",""
"1998","Spain","Current prices, euro per capita","Gross domestic product at market prices","13,760",""
"1998","France","Current prices, euro per capita","Gross domestic product at market prices","22,320",""
"1998","Croatia","Current prices, euro per capita","Gross domestic product at market prices","5,070",""
"1998","Italy","Current prices, euro per capita","Gross domestic product at market prices","19,940",""
"1998","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","13,480",""
"1998","Latvia","Current prices, euro per capita","Gross domestic product at market prices","2,660",""
"1998","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","2,820",""
"1998","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","42,350",""
"1998","Hungary","Current prices, euro per capita","Gross domestic product at market prices","4,230",""
"1998","Malta","Current prices, euro per capita","Gross domestic product at market prices","9,300",""
"1998","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","24,920",""
"1998","Austria","Current prices, euro per capita","Gross domestic product at market prices","24,450",""
"1998","Poland","Current prices, euro per capita","Gross domestic product at market prices","4,050",""
"1998","Portugal","Current prices, euro per capita","Gross domestic product at market prices","10,890",""
"1998","Romania","Current prices, euro per capita","Gross domestic product at market prices",":","c"
"1998","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","9,980",""
"1998","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","3,770",""
"1998","Finland","Current prices, euro per capita","Gross domestic product at market prices","23,230",""
"1998","Sweden","Current prices, euro per capita","Gross domestic product at market prices","27,280",""
"1998","Iceland","Current prices, euro per capita","Gross domestic product at market prices","27,650",""
"1998","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1998","Norway","Current prices, euro per capita","Gross domestic product at market prices","31,010",""
"1998","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","37,850",""
"1998","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","25,210",""
"1998","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1998","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1998","Albania","Current prices, euro per capita","Gross domestic product at market prices","730",""
"1998","Serbia","Current prices, euro per capita","Gross domestic product at market prices","1,900",""
"1998","Turkey","Current prices, euro per capita","Gross domestic product at market prices","3,920",""
"1998","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1999","Belgium","Current prices, euro per capita","Gross domestic product at market prices","23,700",""
"1999","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","1,560",""
"1999","Czechia","Current prices, euro per capita","Gross domestic product at market prices","5,940",""
"1999","Denmark","Current prices, euro per capita","Gross domestic product at market prices","31,380",""
"1999","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","25,290",""
"1999","Estonia","Current prices, euro per capita","Gross domestic product at market prices","3,920",""
"1999","Ireland","Current prices, euro per capita","Gross domestic product at market prices","24,710",""
"1999","Greece","Current prices, euro per capita","Gross domestic product at market prices","13,000",""
"1999","Spain","Current prices, euro per capita","Gross domestic product at market prices","14,760",""
"1999","France","Current prices, euro per capita","Gross domestic product at market prices","23,160",""
"1999","Croatia","Current prices, euro per capita","Gross domestic product at market prices","4,930",""
"1999","Italy","Current prices, euro per capita","Gross domestic product at market prices","20,650",""
"1999","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","14,330",""
"1999","Latvia","Current prices, euro per capita","Gross domestic product at market prices","2,950",""
"1999","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","2,920",""
"1999","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","47,640",""
"1999","Hungary","Current prices, euro per capita","Gross domestic product at market prices","4,500",""
"1999","Malta","Current prices, euro per capita","Gross domestic product at market prices","9,960",""
"1999","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","26,530",""
"1999","Austria","Current prices, euro per capita","Gross domestic product at market prices","25,510",""
"1999","Poland","Current prices, euro per capita","Gross domestic product at market prices","4,170",""
"1999","Portugal","Current prices, euro per capita","Gross domestic product at market prices","11,710",""
"1999","Romania","Current prices, euro per capita","Gross domestic product at market prices",":","c"
"1999","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","10,700",""
"1999","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","3,620",""
"1999","Finland","Current prices, euro per capita","Gross domestic product at market prices","24,570",""
"1999","Sweden","Current prices, euro per capita","Gross domestic product at market prices","29,030",""
"1999","Iceland","Current prices, euro per capita","Gross domestic product at market prices","30,370",""
"1999","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1999","Norway","Current prices, euro per capita","Gross domestic product at market prices","34,130",""
"1999","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","38,840",""
"1999","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","26,900",""
"1999","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1999","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1999","Albania","Current prices, euro per capita","Gross domestic product at market prices","970",""
"1999","Serbia","Current prices, euro per capita","Gross domestic product at market prices","2,560","b"
"1999","Turkey","Current prices, euro per capita","Gross domestic product at market prices","3,790",""
"1999","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2000","Belgium","Current prices, euro per capita","Gross domestic product at market prices","25,010",""
"2000","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","1,760",""
"2000","Czechia","Current prices, euro per capita","Gross domestic product at market prices","6,530",""
"2000","Denmark","Current prices, euro per capita","Gross domestic product at market prices","33,350",""
"2000","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","25,890",""
"2000","Estonia","Current prices, euro per capita","Gross domestic product at market prices","4,400",""
"2000","Ireland","Current prices, euro per capita","Gross domestic product at market prices","28,520",""
"2000","Greece","Current prices, euro per capita","Gross domestic product at market prices","13,230",""
"2000","Spain","Current prices, euro per capita","Gross domestic product at market prices","15,970",""
"2000","France","Current prices, euro per capita","Gross domestic product at market prices","24,280",""
"2000","Croatia","Current prices, euro per capita","Gross domestic product at market prices","5,500",""
"2000","Italy","Current prices, euro per capita","Gross domestic product at market prices","21,800",""
"2000","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","15,570",""
"2000","Latvia","Current prices, euro per capita","Gross domestic product at market prices","3,650",""
"2000","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","3,560",""
"2000","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","52,600",""
"2000","Hungary","Current prices, euro per capita","Gross domestic product at market prices","5,020",""
"2000","Malta","Current prices, euro per capita","Gross domestic product at market prices","11,310",""
"2000","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","28,380",""
"2000","Austria","Current prices, euro per capita","Gross domestic product at market prices","26,660",""
"2000","Poland","Current prices, euro per capita","Gross domestic product at market prices","4,880",""
"2000","Portugal","Current prices, euro per capita","Gross domestic product at market prices","12,480",""
"2000","Romania","Current prices, euro per capita","Gross domestic product at market prices",":","c"
"2000","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","10,990",""
"2000","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","4,150",""
"2000","Finland","Current prices, euro per capita","Gross domestic product at market prices","26,360",""
"2000","Sweden","Current prices, euro per capita","Gross domestic product at market prices","32,140",""
"2000","Iceland","Current prices, euro per capita","Gross domestic product at market prices","34,770",""
"2000","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2000","Norway","Current prices, euro per capita","Gross domestic product at market prices","41,370",""
"2000","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","41,830",""
"2000","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","30,540",""
"2000","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2000","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","2,020","e"
"2000","Albania","Current prices, euro per capita","Gross domestic product at market prices","1,230",""
"2000","Serbia","Current prices, euro per capita","Gross domestic product at market prices","3,790",""
"2000","Turkey","Current prices, euro per capita","Gross domestic product at market prices","4,640",""
"2000","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2001","Belgium","Current prices, euro per capita","Gross domestic product at market prices","25,700",""
"2001","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","2,010",""
"2001","Czechia","Current prices, euro per capita","Gross domestic product at market prices","7,400",""
"2001","Denmark","Current prices, euro per capita","Gross domestic product at market prices","34,360",""
"2001","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","26,650",""
"2001","Estonia","Current prices, euro per capita","Gross domestic product at market prices","5,020",""
"2001","Ireland","Current prices, euro per capita","Gross domestic product at market prices","31,600",""
"2001","Greece","Current prices, euro per capita","Gross domestic product at market prices","14,010",""
"2001","Spain","Current prices, euro per capita","Gross domestic product at market prices","17,200",""
"2001","France","Current prices, euro per capita","Gross domestic product at market prices","25,070",""
"2001","Croatia","Current prices, euro per capita","Gross domestic product at market prices","6,030",""
"2001","Italy","Current prices, euro per capita","Gross domestic product at market prices","22,890",""
"2001","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","16,540",""
"2001","Latvia","Current prices, euro per capita","Gross domestic product at market prices","4,010",""
"2001","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","3,940",""
"2001","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","54,040",""
"2001","Hungary","Current prices, euro per capita","Gross domestic product at market prices","5,890",""
"2001","Malta","Current prices, euro per capita","Gross domestic product at market prices","11,610",""
"2001","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","30,030",""
"2001","Austria","Current prices, euro per capita","Gross domestic product at market prices","27,420",""
"2001","Poland","Current prices, euro per capita","Gross domestic product at market prices","5,560",""
"2001","Portugal","Current prices, euro per capita","Gross domestic product at market prices","13,100",""
"2001","Romania","Current prices, euro per capita","Gross domestic product at market prices",":","c"
"2001","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","11,670",""
"2001","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","4,440",""
"2001","Finland","Current prices, euro per capita","Gross domestic product at market prices","27,880",""
"2001","Sweden","Current prices, euro per capita","Gross domestic product at market prices","30,410",""
"2001","Iceland","Current prices, euro per capita","Gross domestic product at market prices","32,190",""
"2001","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2001","Norway","Current prices, euro per capita","Gross domestic product at market prices","43,060",""
"2001","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","44,030",""
"2001","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","30,970",""
"2001","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2001","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","2,040","e"
"2001","Albania","Current prices, euro per capita","Gross domestic product at market prices","1,430",""
"2001","Serbia","Current prices, euro per capita","Gross domestic product at market prices","1,940",""
"2001","Turkey","Current prices, euro per capita","Gross domestic product at market prices","3,440",""
"2001","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2001","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2002","Belgium","Current prices, euro per capita","Gross domestic product at market prices","26,440",""
"2002","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","2,220",""
"2002","Czechia","Current prices, euro per capita","Gross domestic product at market prices","8,560",""
"2002","Denmark","Current prices, euro per capita","Gross domestic product at market prices","35,300",""
"2002","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","26,950",""
"2002","Estonia","Current prices, euro per capita","Gross domestic product at market prices","5,650",""
"2002","Ireland","Current prices, euro per capita","Gross domestic product at market prices","34,590",""
"2002","Greece","Current prices, euro per capita","Gross domestic product at market prices","14,990",""
"2002","Spain","Current prices, euro per capita","Gross domestic product at market prices","18,090",""
"2002","France","Current prices, euro per capita","Gross domestic product at market prices","25,690",""
"2002","Croatia","Current prices, euro per capita","Gross domestic product at market prices","6,680",""
"2002","Italy","Current prices, euro per capita","Gross domestic product at market prices","23,650",""
"2002","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","17,030",""
"2002","Latvia","Current prices, euro per capita","Gross domestic product at market prices","4,400",""
"2002","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","4,400",""
"2002","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","56,000",""
"2002","Hungary","Current prices, euro per capita","Gross domestic product at market prices","7,060",""
"2002","Malta","Current prices, euro per capita","Gross domestic product at market prices","11,970",""
"2002","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","31,030",""
"2002","Austria","Current prices, euro per capita","Gross domestic product at market prices","28,050",""
"2002","Poland","Current prices, euro per capita","Gross domestic product at market prices","5,510",""
"2002","Portugal","Current prices, euro per capita","Gross domestic product at market prices","13,680",""
"2002","Romania","Current prices, euro per capita","Gross domestic product at market prices","2,250",""
"2002","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","12,520",""
"2002","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","4,900",""
"2002","Finland","Current prices, euro per capita","Gross domestic product at market prices","28,550",""
"2002","Sweden","Current prices, euro per capita","Gross domestic product at market prices","31,780",""
"2002","Iceland","Current prices, euro per capita","Gross domestic product at market prices","34,460",""
"2002","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2002","Norway","Current prices, euro per capita","Gross domestic product at market prices","45,810",""
"2002","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","44,890",""
"2002","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","31,810",""
"2002","Montenegro","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2002","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","2,100","e"
"2002","Albania","Current prices, euro per capita","Gross domestic product at market prices","1,510",""
"2002","Serbia","Current prices, euro per capita","Gross domestic product at market prices","2,420",""
"2002","Turkey","Current prices, euro per capita","Gross domestic product at market prices","3,810",""
"2002","Bosnia and Herzegovina","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2003","Belgium","Current prices, euro per capita","Gross domestic product at market prices","27,100",""
"2003","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","2,400",""
"2003","Czechia","Current prices, euro per capita","Gross domestic product at market prices","8,690",""
"2003","Denmark","Current prices, euro per capita","Gross domestic product at market prices","35,870",""
"2003","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","27,120",""
"2003","Estonia","Current prices, euro per capita","Gross domestic product at market prices","6,360",""
"2003","Ireland","Current prices, euro per capita","Gross domestic product at market prices","36,420",""
"2003","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,370",""
"2003","Spain","Current prices, euro per capita","Gross domestic product at market prices","19,010",""
"2003","France","Current prices, euro per capita","Gross domestic product at market prices","26,200",""
"2003","Croatia","Current prices, euro per capita","Gross domestic product at market prices","7,200",""
