"TIME","GEO","UNIT","ISCED11","SEX","DEG_URB","AGE","Value","Flag and Footnotes"
"2013","Greece","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","65.5",""
"2013","Greece","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.4",""
"2013","Greece","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.0",""
"2013","Spain","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","45.6",""
"2013","Spain","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","54.4",""
"2013","Spain","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","23.5",""
"2013","Spain","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.9",""
"2013","France","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.0","b"
"2013","France","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","72.0","b"
"2013","France","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","43.1","b"
"2013","France","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","28.9","b"
"2013","Croatia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.4",""
"2013","Croatia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.6",""
"2013","Croatia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","60.5",""
"2013","Croatia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.0",""
"2013","Italy","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","43.4",""
"2013","Italy","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","56.6",""
"2013","Italy","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.2",""
"2013","Italy","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","14.4",""
"2013","Cyprus","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","25.4",""
"2013","Cyprus","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","74.6",""
"2013","Cyprus","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","39.2",""
"2013","Cyprus","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","35.4",""
"2013","Latvia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.6",""
"2013","Latvia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.4",""
"2013","Latvia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","56.4",""
"2013","Latvia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.0",""
"2013","Lithuania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","14.4",""
"2013","Lithuania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","85.6",""
"2013","Lithuania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","55.8",""
"2013","Lithuania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.8",""
"2013","Luxembourg","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.1",""
"2013","Luxembourg","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.9",""
"2013","Luxembourg","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.6",""
"2013","Luxembourg","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","35.2",""
"2013","Hungary","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.8",""
"2013","Hungary","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.2",""
"2013","Hungary","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.8",""
"2013","Hungary","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.5",""
"2013","Malta","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","53.2",""
"2013","Malta","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","46.8",""
"2013","Malta","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","28.9",""
"2013","Malta","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.9",""
"2013","Netherlands","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","29.0","b"
"2013","Netherlands","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.0","b"
"2013","Netherlands","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.6","b"
"2013","Netherlands","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.3","b"
"2013","Austria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.2",""
"2013","Austria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.8",""
"2013","Austria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","60.2",""
"2013","Austria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.7",""
"2013","Poland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.1",""
"2013","Poland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.9",""
"2013","Poland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","61.3",""
"2013","Poland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","22.6",""
"2013","Portugal","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","59.4",""
"2013","Portugal","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","40.6",""
"2013","Portugal","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","23.0",""
"2013","Portugal","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.6",""
"2013","Romania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.9",""
"2013","Romania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.1",""
"2013","Romania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.3",""
"2013","Romania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","13.8",""
"2013","Slovenia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.5",""
"2013","Slovenia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.5",""
"2013","Slovenia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.1",""
"2013","Slovenia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.4",""
"2013","Slovakia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","14.7",""
"2013","Slovakia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","85.3",""
"2013","Slovakia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","67.5",""
"2013","Slovakia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","17.7",""
"2013","Finland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.8",""
"2013","Finland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.2",""
"2013","Finland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.6",""
"2013","Finland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","33.6",""
"2013","Sweden","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.9",""
"2013","Sweden","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.1",""
"2013","Sweden","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.7",""
"2013","Sweden","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","31.4",""
"2013","Iceland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","35.2",""
"2013","Iceland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","64.8",""
"2013","Iceland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","35.5",""
"2013","Iceland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.3",""
"2013","Norway","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","23.6",""
"2013","Norway","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.4",""
"2013","Norway","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.2",""
"2013","Norway","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","34.2",""
"2013","Switzerland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.6",""
"2013","Switzerland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.4",""
"2013","Switzerland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","48.5",""
"2013","Switzerland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","31.9",""
"2013","United Kingdom","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.7",""
"2013","United Kingdom","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.3",""
"2013","United Kingdom","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.7",""
"2013","United Kingdom","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","35.6",""
"2013","Montenegro","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.2",""
"2013","Montenegro","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.8",""
"2013","Montenegro","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","60.3",""
"2013","Montenegro","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","18.4",""
"2013","North Macedonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","36.1",""
"2013","North Macedonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","63.9",""
"2013","North Macedonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","48.8",""
"2013","North Macedonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","15.1",""
"2013","Serbia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.9",""
"2013","Serbia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.1",""
"2013","Serbia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","56.3",""
"2013","Serbia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","16.8",""
"2013","Turkey","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","67.7",""
"2013","Turkey","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","32.3",""
"2013","Turkey","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","19.3",""
"2013","Turkey","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","13.0",""
"2014","Belgium","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","29.5","b"
"2014","Belgium","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","70.5","b"
"2014","Belgium","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","37.8","b"
"2014","Belgium","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.6","b"
"2014","Bulgaria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.6","b"
"2014","Bulgaria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.4","b"
"2014","Bulgaria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","53.8","b"
"2014","Bulgaria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","23.6","b"
"2014","Czechia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","12.4","b"
"2014","Czechia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","87.6","b"
"2014","Czechia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","68.5","b"
"2014","Czechia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.1","b"
"2014","Denmark","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.7","b"
"2014","Denmark","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.3","b"
"2014","Denmark","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.9","b"
"2014","Denmark","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.4","b"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","19.7","b"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","80.3","b"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.1","b"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","23.2","b"
"2014","Estonia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","17.7","b"
"2014","Estonia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","82.3","b"
"2014","Estonia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","49.7","b"
"2014","Estonia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.6","b"
"2014","Ireland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.0","b"
"2014","Ireland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","76.0","b"
"2014","Ireland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","38.1","b"
"2014","Ireland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","38.0","b"
"2014","Greece","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","33.1","b"
"2014","Greece","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","66.9","b"
"2014","Greece","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.2","b"
"2014","Greece","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","24.6","b"
"2014","Spain","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","44.5","b"
"2014","Spain","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","55.5","b"
"2014","Spain","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","23.9","b"
"2014","Spain","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","31.7","b"
"2014","France","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.5","b"
"2014","France","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.5","b"
"2014","France","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","43.7","b"
"2014","France","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.8","b"
"2014","Croatia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","21.0","b"
"2014","Croatia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.0","b"
"2014","Croatia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","60.5","b"
"2014","Croatia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","18.5","b"
"2014","Italy","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","42.3","b"
"2014","Italy","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","57.7","b"
"2014","Italy","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","42.7","b"
"2014","Italy","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","15.0","b"
"2014","Cyprus","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","26.1","b"
"2014","Cyprus","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","73.9","b"
"2014","Cyprus","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","37.5","b"
"2014","Cyprus","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","36.4","b"
"2014","Latvia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","16.1","b"
"2014","Latvia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","83.9","b"
"2014","Latvia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.0","b"
"2014","Latvia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","26.9","b"
"2014","Lithuania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","14.2","b"
"2014","Lithuania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","85.8","b"
"2014","Lithuania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","54.3","b"
"2014","Lithuania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","31.4","b"
"2014","Luxembourg","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.9","b"
"2014","Luxembourg","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","75.1","b"
"2014","Luxembourg","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","35.5","b"
"2014","Luxembourg","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","39.6","b"
"2014","Hungary","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.0","b"
"2014","Hungary","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","78.0","b"
"2014","Hungary","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","57.7","b"
"2014","Hungary","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","20.2","b"
"2014","Malta","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","50.8","b"
"2014","Malta","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","49.2","b"
"2014","Malta","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","29.8","b"
"2014","Malta","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.4","b"
"2014","Netherlands","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","28.8","b"
"2014","Netherlands","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","71.2","b"
"2014","Netherlands","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","41.4","b"
"2014","Netherlands","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","29.7","b"
"2014","Austria","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.3","b"
"2014","Austria","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.7","b"
"2014","Austria","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","52.4","b"
"2014","Austria","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","27.4","b"
"2014","Poland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","15.5","b"
"2014","Poland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","84.5","b"
"2014","Poland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","60.7","b"
"2014","Poland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","23.8","b"
"2014","Portugal","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","56.3","b"
"2014","Portugal","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","43.7","b"
"2014","Portugal","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","24.0","b"
"2014","Portugal","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","19.7","b"
"2014","Romania","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","31.2","b"
"2014","Romania","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","68.8","b"
"2014","Romania","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","54.6","b"
"2014","Romania","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","14.2","b"
"2014","Slovenia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","18.4","b"
"2014","Slovenia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","81.6","b"
"2014","Slovenia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","56.5","b"
"2014","Slovenia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","25.1","b"
"2014","Slovakia","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","15.2","b"
"2014","Slovakia","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","84.8","b"
"2014","Slovakia","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","66.7","b"
"2014","Slovakia","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","18.1","b"
"2014","Finland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","20.1","b"
"2014","Finland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","79.9","b"
"2014","Finland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.2","b"
"2014","Finland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","34.7","b"
"2014","Sweden","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","22.1","b"
"2014","Sweden","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","77.9","b"
"2014","Sweden","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","45.0","b"
"2014","Sweden","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","32.8","b"
"2014","Iceland","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","33.6","b"
"2014","Iceland","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","Total","Total","From 15 to 64 years","66.4","b"
"2014","Iceland","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","From 15 to 64 years","36.2","b"
"2014","Iceland","Percentage","Tertiary education (levels 5-8)","Total","Total","From 15 to 64 years","30.2","b"
"2014","Norway","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","From 15 to 64 years","24.6","b"
